Minisector,LEC,SAI,Fastest
0,291.35781564773106,289.37292227004644,LEC
1,296.0592229387645,293.26716382092377,LEC
2,156.07966926550102,160.2417764401347,SAI
3,219.57361885575756,222.4966237254266,SAI
4,270.90505636029627,272.5368343500891,SAI
5,291.730780390056,294.79752801313873,SAI
6,301.0815441813853,299.14351833563813,LEC
7,164.4377060025271,163.6775341968254,LEC
8,128.36167937144154,121.97924510788319,LEC
9,249.015412236937,246.16806540511277,LEC
10,285.5117781692352,284.4892954588002,LEC
11,298.63680480000005,293.8235819966984,LEC
12,146.24250084588184,145.69592878627705,LEC
13,192.4647946899306,195.26049586016688,SAI
14,258.38414778463977,255.02237587978638,LEC
15,206.5216441405659,201.10095664315537,LEC
16,213.85823053225613,211.67122522220606,LEC
17,209.67275859986535,207.73847386551225,LEC
18,241.05856766938325,238.42891473568628,LEC
19,276.4116277992158,277.26850746074075,SAI
20,296.82632960056435,293.00035778585857,LEC
21,261.0228193988719,257.54552503510206,LEC
22,219.25538733131233,221.87151061773105,SAI
23,201.26157544691358,207.25886701511112,SAI
24,263.44728272716293,265.6142982866121,SAI
