Minisector,VER,PER,Fastest
0,316.86872908,320.94986983238687,PER
1,326.6394897959184,329.75214862079173,PER
2,322.496418191345,326.4935070336508,PER
3,170.20434532936105,200.50354819839953,PER
4,124.36888039791745,111.32743790983294,VER
5,263.87926116141415,262.820875086011,VER
6,298.65524388304294,299.95568001567943,PER
7,311.6974414830409,317.1204462072596,PER
8,263.1365545712807,266.6742480988523,PER
9,141.77489658298973,138.2991544347473,VER
10,209.53111583046396,214.34240190483342,PER
11,216.44854460603673,204.32048704487622,VER
12,194.27639292168794,189.55336421541858,VER
13,267.97616811757194,264.9755654184127,VER
14,297.0047257345724,300.90005143947894,PER
15,310.7951315873684,316.10194527982685,PER
16,258.1155479404489,257.50718529400933,VER
17,211.5516052807174,204.33319377597545,VER
18,271.6903754662451,271.0386355523306,VER
19,304.4402251726708,306.2138117415721,PER
20,315.9041667047619,322.4752896442931,PER
21,294.44749700096617,309.30903438776335,PER
22,206.24126191883485,204.04591545804013,VER
23,262.78769912967033,260.51368481269844,VER
24,299.7246892398032,300.83561568312825,PER
25,311.94999936,312.9428571428572,PER
