Minisector,VER,HAM,Fastest
0,270.96468246349207,274.62984549511987,HAM
1,298.24549548513164,301.26111045925927,HAM
2,316.9817703333333,315.3561136769882,VER
3,328.96432543091976,324.2101647540916,VER
4,335.6689682387302,328.8859374,VER
5,339.0835938,327.8133186761905,VER
6,228.95367138911752,224.93686078562274,VER
7,108.12847001342439,108.21363069883263,HAM
8,182.41062961373606,183.36757289782412,HAM
9,268.4563082819048,262.2032444937445,VER
10,302.0258434202037,290.44462936533085,VER
11,178.33244403946992,173.46611223333332,VER
12,98.78339865214603,98.58875643758266,VER
13,116.38300181962651,115.55654122874465,VER
14,225.3182117161348,222.6312509936987,VER
15,191.7309061108757,192.52342198510925,HAM
16,232.81889722371037,230.33949273043478,VER
17,187.33056687455118,188.46253569828073,HAM
18,238.87335302034714,233.37916517101448,VER
19,280.44892100048713,278.36483917126833,VER
20,261.5468253968254,258.52634806481655,VER
21,152.1855822043948,149.93900603145147,VER
22,99.40314405921416,96.34172264165002,VER
23,126.67288565913448,125.384948043327,VER
24,225.40264282671262,222.45669954702817,VER
25,256.8624992,257.6333333333333,HAM
