Minisector,VER,LEC,Fastest
0,293.57127179415204,295.04088312844476,LEC
1,305.21476330857143,307.8793441935802,LEC
2,306.00955800612047,310.0053031653333,LEC
3,183.8400800705627,179.26067366089532,VER
4,207.56010171205634,208.48930299418373,LEC
5,204.41704619716714,199.87964147138322,VER
6,265.4221967390846,265.70924595722244,LEC
7,253.37194707587878,236.54096862614833,VER
8,215.58410068108745,210.7522624356526,VER
9,211.27662504284618,210.36466311416257,VER
10,137.5280878931813,134.37480616440575,VER
11,199.8414743325115,196.24526668580404,VER
12,186.36735389043466,182.71623081265744,VER
13,253.22360678203523,255.29464775495074,LEC
14,181.99060983601188,172.76470643152382,VER
15,234.2235500627141,234.02871761697602,VER
16,279.37042871497584,282.52958830330067,LEC
17,291.3988465200823,290.8656046237337,VER
18,288.42167149144757,277.2803561489631,VER
19,274.7563621670838,260.54122074746687,VER
20,267.4846153500831,264.07397275151516,VER
21,265.99344471979737,261.0905640194116,VER
22,235.56926485292385,227.42852896920178,VER
23,205.57027775415318,207.8195837758192,LEC
24,269.1423797974773,273.7734404252169,LEC
