Minisector,LEC,SAI,Fastest
0,298.287396766994,303.122000384,SAI
1,158.36096256155597,158.07269432916732,LEC
2,153.36749079758138,154.51417367795378,SAI
3,221.8191571784089,221.74091827411482,LEC
4,284.79961114725273,287.9013117085188,SAI
5,294.69679487179485,299.9351191055901,SAI
6,146.85736699120173,146.62871132698945,LEC
7,141.79925315153295,140.27032825546206,LEC
8,148.4499830856908,149.12524908325042,SAI
9,178.2828470549503,178.95152257637187,SAI
10,133.15019343242696,130.3014118781394,LEC
11,127.36542764841245,125.90959838176016,LEC
12,160.61206272029705,164.77335490858073,SAI
13,264.77246360653305,267.6417140978878,SAI
14,292.56971171282055,294.7708333333333,SAI
15,155.65983870320701,151.4728020108458,LEC
16,214.04068583081232,208.28254069278628,LEC
17,166.5327723315942,167.2414224579369,SAI
18,269.9951748028377,271.03466645333333,SAI
19,291.78400008533333,295.1106399809524,SAI
20,304.3590773012518,309.220868501805,SAI
21,311.2256952774707,315.7971014492754,SAI
22,314.9594203362319,318.21556193414494,SAI
23,317.56404916976595,323.3388457672878,SAI
24,303.63845235809526,324.24775837337603,SAI
25,,324.5416661333333,SAI
