Minisector,NOR,LEC,Fastest
0,306.23829833229274,308.9438986666667,LEC
1,206.20742174436768,175.1822594265971,NOR
2,149.95361592142856,145.29107097035993,NOR
3,228.73670103873013,225.49443523255295,NOR
4,165.69526693454364,164.22407275680624,NOR
5,185.70521947136416,185.2957821497579,NOR
6,258.1344825618713,255.0260668803669,NOR
7,280.8581896417175,280.9062052113815,LEC
8,289.56888896948146,288.5651313131313,NOR
9,263.66436874812484,259.98495220184736,NOR
10,246.70025911099856,242.97275479264482,NOR
11,242.27479155555557,242.25380500714647,NOR
12,205.0967576825893,193.11744757978968,NOR
13,126.54043716425413,124.84145091536968,NOR
14,134.1254209434833,132.49934378774066,NOR
15,172.4739974606349,176.13743289918386,LEC
16,248.32887256812367,248.1039090909091,NOR
17,248.40433931555557,229.39058010474184,NOR
18,111.91892436138681,112.311817801879,LEC
19,204.12046484018208,204.5212026361282,LEC
20,206.89383420586665,203.04867805424635,NOR
21,242.23273232611785,242.66505932324083,LEC
22,269.375545423752,268.99641615068316,NOR
23,289.88973242857145,289.35781516684307,NOR
24,302.04555373511107,301.71027060898,NOR
