Minisector,HAM,RUS,Fastest
0,291.10609580649196,293.3330584977778,RUS
1,305.9098957714286,303.4091573050815,HAM
2,311.1852525252525,307.1250001185185,HAM
3,310.62517371555555,308.7660489885714,HAM
4,189.47501747916772,193.82953125520763,RUS
5,214.08411698082537,221.0459949215492,RUS
6,267.89334251539395,270.73915872960924,RUS
7,268.6646913095032,275.08010321608464,RUS
8,185.51064244515763,187.46950191480974,RUS
9,140.1061788909591,146.54922348557318,RUS
10,176.45814823761904,188.20582655000462,RUS
11,258.4979997608551,260.9959821355102,RUS
12,250.68463800248446,257.0767263153026,RUS
13,229.13450207259748,233.81457170186334,RUS
14,267.6093518222222,274.0319666230524,RUS
15,168.38819231130117,171.03627761625566,RUS
16,221.78711080675555,222.78163906748108,RUS
17,237.09607289202518,243.12930313333334,RUS
18,131.06660556277058,137.3592519567576,RUS
19,238.02138480754036,241.5405698819951,RUS
20,278.7581595911111,280.2872073128594,RUS
21,243.4560140908666,252.2591349142857,RUS
22,137.21214793695236,142.2332948404144,RUS
23,207.63508165196342,213.2609192736508,RUS
24,268.77851198808656,271.6482600646945,RUS
25,,285.9750016,RUS
