Minisector,BOT,GAS,Fastest
0,260.46958825253944,260.07992682041584,BOT
1,127.97376075698023,133.8301186252415,GAS
2,199.7058418713599,198.24884321185183,BOT
3,249.5677565681332,244.80516626694364,BOT
4,261.11200323331275,260.92454875930446,BOT
5,173.8250127719009,183.5162043280922,GAS
6,148.58009484201762,151.03673660301402,GAS
7,187.84972934813374,189.5786625954246,GAS
8,102.3018259137728,106.51034093675575,GAS
9,73.43682820148234,77.5245081030543,GAS
10,95.18489328724894,97.53906338288995,GAS
11,186.22823158731606,185.53902081204464,BOT
12,248.1137978048852,244.1138521943801,BOT
13,273.19842151036636,265.67684840869475,BOT
14,286.2705907685698,278.56726919797387,BOT
15,118.1388824123364,121.10980029274215,GAS
16,144.35502842014236,149.27762160313432,GAS
17,187.14288683657304,189.64868429473685,GAS
18,200.6414766416405,197.51080442300386,BOT
19,212.40826729354444,208.84366908545542,BOT
20,138.62345877016028,137.29074335196464,BOT
21,114.27818175361158,118.43540654878888,GAS
22,94.0186509874342,97.36720606668854,GAS
23,196.1465654717165,196.70968616240782,GAS
24,254.2392102869235,248.40126762325812,BOT
25,,261.23333333333335,GAS
