Minisector,VER,GAS,Fastest
0,294.4576261653816,293.8297287900629,VER
1,302.81344703030305,302.70198415238093,VER
2,274.91658168515954,275.66303492931155,GAS
3,116.5559887102037,111.27610346762364,VER
4,235.30526033582981,230.47921064973545,VER
5,275.00538267826084,275.1014794169445,GAS
6,216.0401214967742,201.31312574771562,VER
7,175.7923904135152,167.52770988692137,VER
8,221.02011490434595,208.34918630833334,VER
9,230.19540229885058,223.2202322612645,VER
10,121.0517451891487,116.28215131051756,VER
11,235.3571898749347,229.16297245320197,VER
12,122.25852775091576,119.08024295410961,VER
13,229.36143589935403,232.5656112278335,GAS
14,277.56175584126987,276.0746526666667,VER
15,224.37404352261382,211.68329608839946,VER
16,208.95878018376268,202.10909023030302,VER
17,259.92374101277505,250.22911652310827,VER
18,206.5908190486931,196.94341007720624,VER
19,193.75191090042324,188.90998897405962,VER
20,269.9719143198738,268.61940062647795,VER
21,286.4862318376812,290.8788476186164,GAS
22,170.13315166615345,162.1984213456243,VER
23,221.75406953873247,220.13000782397373,VER
24,280.35779323873527,275.4112755776412,VER
25,293.78333333333336,,VER
