Minisector,HAM,SAI,Fastest
0,286.92916663703704,306.66245073693267,SAI
1,295.18137248627454,324.2275000177778,SAI
2,300.1868872,334.3509523809524,SAI
3,301.0091146666667,321.5255204,SAI
4,184.42901292698411,165.44688005648604,HAM
5,225.13787804444445,213.9254411541973,HAM
6,250.55080628569317,241.9797915504762,HAM
7,271.10839560501256,268.19398157037034,HAM
8,270.2859653459557,256.8739033267093,HAM
9,173.47032597107585,164.27069918279568,HAM
10,234.96196808366267,228.9639209939394,HAM
11,141.57976159346939,133.17289767716568,HAM
12,227.09900630780996,227.90411229530136,SAI
13,205.6113344,186.45406701584344,HAM
14,224.54303890909088,219.9459101967227,HAM
15,257.0882571364968,246.73198474833976,HAM
16,266.956049143404,263.9897919542857,HAM
17,284.95381496039164,285.36767160685207,SAI
18,139.84951914749035,126.33379504917494,HAM
19,170.35279015343943,163.33624134184817,HAM
20,155.4234929761905,149.9281575168901,HAM
21,174.93435805894126,160.4472351262673,HAM
22,123.11633478794833,119.48596912617421,HAM
23,226.9136896,231.4286677198546,SAI
24,268.64473667368424,269.9751079665177,SAI
