Minisector,HAM,LEC,Fastest
0,270.7791505010085,276.26880063635303,LEC
1,289.3586473229377,295.21686850030454,LEC
2,294.15125997040525,301.31587190075606,LEC
3,134.63178818938684,126.7512853286641,HAM
4,202.04158468444658,197.61500826937848,HAM
5,260.64994690115634,261.7600076559686,LEC
6,146.6791016457607,141.54047585862298,HAM
7,209.26195826123967,207.17036018008167,HAM
8,263.21804968884254,260.24209357632526,HAM
9,283.6279548542695,283.6415964909323,LEC
10,244.3388906335787,241.07137060474219,HAM
11,184.87451346358102,180.2728814477108,HAM
12,192.34305310041313,189.25982000881172,HAM
13,151.2487052064689,151.69394650135277,LEC
14,185.7193501754743,175.5392955682387,HAM
15,170.30325861635382,161.53851337481905,HAM
16,218.7857806792328,217.17849823615208,HAM
17,239.2446180746705,238.16339403853786,HAM
18,240.33653056464496,241.31446277651247,LEC
19,249.49932490230842,250.2193572484024,LEC
20,152.018018296306,144.62324226888478,HAM
21,139.4830329528325,136.90719168206004,HAM
22,172.75503863396676,168.05257556806026,HAM
23,155.85450333740317,146.43933092271334,HAM
24,233.47513589285796,225.3828509067515,HAM
25,,255.0,LEC
